task,feature_set,model_name,imbalance_strategy,cv_splits,cv_best_auprc,validation_threshold,selected_feature_count,val_precision,val_recall,val_f1,val_auroc,val_auprc,test_precision,test_recall,test_f1,test_auroc,test_auprc,train_original_positive_count,train_original_negative_count,undersampled_fit_positive_count,undersampled_fit_negative_count,undersampled_fit_total_count,best_params_json,artifact_path,model_path
fatality,county_selected,xgboost,random_undersample_training_to_1to1_without_class_weights,3,0.39818224607834646,0.9697887897491455,20,0.5972222222222222,0.36752136752136755,0.455026455026455,0.9302683296427575,0.4445624883011779,0.5217391304347826,0.3076923076923077,0.3870967741935484,0.917819482589089,0.354747451855178,1091,45875,1091,1091,2182,"{""classifier__colsample_bytree"": 1.0, ""classifier__learning_rate"": 0.03, ""classifier__max_depth"": 3, ""classifier__min_child_weight"": 1, ""classifier__n_estimators"": 350, ""classifier__subsample"": 1.0}",C:\Users\singc\OneDrive\Documents\bruh code\4641\Project\isolated_downsample_xgboost\outputs\artifacts\fatality_downsampled_xgboost.json,C:\Users\singc\OneDrive\Documents\bruh code\4641\Project\isolated_downsample_xgboost\outputs\models\fatality_downsampled_xgboost.joblib
injury,county_selected,xgboost,random_undersample_training_to_1to1_without_class_weights,3,0.5300049928618674,0.7346013188362122,20,0.5,0.5550737207285342,0.5260994656802301,0.8679147248377116,0.5322849253409008,0.4964483030781373,0.5455333911535126,0.5198347107438016,0.8721935283959883,0.5447049707234061,5380,41586,5380,5380,10760,"{""classifier__colsample_bytree"": 1.0, ""classifier__learning_rate"": 0.03, ""classifier__max_depth"": 3, ""classifier__min_child_weight"": 1, ""classifier__n_estimators"": 350, ""classifier__subsample"": 1.0}",C:\Users\singc\OneDrive\Documents\bruh code\4641\Project\isolated_downsample_xgboost\outputs\artifacts\injury_downsampled_xgboost.json,C:\Users\singc\OneDrive\Documents\bruh code\4641\Project\isolated_downsample_xgboost\outputs\models\injury_downsampled_xgboost.joblib
