raw_row_id,clean_row_id,yr,mo,dy,date,month,season,season_cat,st,mag,mag_raw,mag_num,mag_cat,mag_missing,inj,fat,inj_bin,fat_bin,slat,slon,elat,elon,elat_raw,elon_raw,len,wid,wid_raw,end_missing,wid_missing,len_zero,start_coord_invalid,end_coord_invalid,decade,segment_nn_row,segment_nn_km,segment_nn_cross_state,seg_source_1km,seg_partner_1km,possible_segment_1km,seg_source_2km,seg_partner_2km,possible_segment_2km,segment_cross_state_1km,segment_cross_state_2km
21923,21656,1982,4,2,1982-04-02,4,Spring,Spring,AR,3,3,3.0,3,0,4,5,1,1,33.63,-93.8,33.67,-93.55,33.67,-93.55,18.0,200.0,200,0,0,0,0,0,1980,21647,43.55508649821369,0,0,0,0,0,0,0,0,0
21924,21657,1982,4,2,1982-04-02,4,Spring,Spring,AR,4,4,4.0,4,0,23,3,1,1,33.93,-94.28,33.87,-93.5,33.87,-93.5,45.0,200.0,200,0,0,0,0,0,1980,21647,35.37272834697362,0,0,0,0,0,0,0,0,0
21925,21658,1982,4,2,1982-04-02,4,Spring,Spring,IA,1,1,1.0,1,0,0,0,0,0,41.45,-94.17,,,0.0,0.0,0.5,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21926,21659,1982,4,2,1982-04-02,4,Spring,Spring,IL,0,0,0.0,0,0,0,0,0,0,40.9,-88.58,,,0.0,0.0,0.3,200.0,200,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21927,21660,1982,4,2,1982-04-02,4,Spring,Spring,IL,1,1,1.0,1,0,0,0,0,0,40.23,-88.4,40.22,-88.28,40.22,-88.28,6.0,500.0,500,0,0,0,0,0,1980,21661,64.34902915882674,0,0,0,0,0,0,0,0,0
21928,21661,1982,4,2,1982-04-02,4,Spring,Spring,IL,1,1,1.0,1,0,5,0,1,0,39.9,-87.65,39.92,-87.58,39.92,-87.58,4.0,127.0,127,0,0,0,0,0,1980,21660,77.82128401807964,0,0,0,0,0,0,0,0,0
21929,21662,1982,4,2,1982-04-02,4,Spring,Spring,IL,3,3,3.0,3,0,15,0,1,0,41.05,-87.98,41.2,-87.85,41.2,-87.85,12.0,750.0,750,0,0,0,0,0,1980,21659,69.71391171570762,0,0,0,0,0,0,0,0,0
21930,21663,1982,4,2,1982-04-02,4,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,37.02,-94.73,,,0.0,0.0,0.2,17.0,17,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21931,21664,1982,4,2,1982-04-02,4,Spring,Spring,KY,1,1,1.0,1,0,0,0,0,0,36.5,-88.32,,,0.0,0.0,2.0,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21932,21665,1982,4,2,1982-04-02,4,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,32.95,-92.72,32.98,-92.63,32.98,-92.63,5.0,50.0,50,0,0,0,0,0,1980,21646,64.51159533410659,1,0,0,0,0,0,0,0,0
21933,21666,1982,4,2,1982-04-02,4,Spring,Spring,MO,0,0,0.0,0,0,0,0,0,0,38.12,-93.53,,,0.0,0.0,0.3,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21934,21667,1982,4,2,1982-04-02,4,Spring,Spring,MO,0,0,0.0,0,0,0,0,0,0,38.62,-93.4,,,0.0,0.0,0.3,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21935,21668,1982,4,2,1982-04-02,4,Spring,Spring,MO,0,0,0.0,0,0,0,0,0,0,38.5,-92.07,,,0.0,0.0,0.5,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21936,21669,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,39.05,-94.18,39.13,-94.12,39.13,-94.12,6.8,300.0,300,0,0,0,0,0,1980,21670,0.8625581166832665,0,1,0,1,1,0,1,0,0
21937,21670,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,39.13,-94.13,,,0.0,0.0,2.0,700.0,700,1,0,0,0,0,1980,,,0,0,1,1,0,1,1,0,0
21938,21671,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,39.17,-93.55,,,0.0,0.0,1.3,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21939,21672,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,38.35,-92.53,,,0.0,0.0,0.3,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21940,21673,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,37.62,-92.78,,,0.0,0.0,0.3,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21941,21674,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,38.77,-93.13,,,0.0,0.0,1.0,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21942,21675,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,38.38,-92.58,,,0.0,0.0,1.0,27.0,27,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21943,21676,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,39.98,-92.75,,,0.0,0.0,0.3,27.0,27,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21944,21677,1982,4,2,1982-04-02,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,38.37,-92.57,,,0.0,0.0,0.5,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21945,21678,1982,4,2,1982-04-02,4,Spring,Spring,MO,4,4,4.0,4,0,28,2,1,1,36.57,-92.22,36.75,-91.85,36.75,-91.85,20.0,500.0,500,0,0,0,0,0,1980,21654,42.97902507456948,1,0,0,0,0,0,0,0,0
21946,21679,1982,4,2,1982-04-02,4,Spring,Spring,MS,3,3,3.0,3,0,40,3,1,1,32.72,-89.52,32.7,-88.83,32.7,-88.83,42.0,400.0,400,0,0,0,0,0,1980,21648,300.31466693595524,1,0,0,0,0,0,0,0,0
21947,21680,1982,4,2,1982-04-02,4,Spring,Spring,OK,0,0,0.0,0,0,0,0,0,0,34.87,-96.33,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21948,21681,1982,4,2,1982-04-02,4,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,34.18,-96.52,,,0.0,0.0,0.5,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21949,21682,1982,4,2,1982-04-02,4,Spring,Spring,OK,2,2,2.0,2,0,1,0,1,0,34.05,-95.48,,,0.0,0.0,0.5,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21950,21683,1982,4,2,1982-04-02,4,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,36.4,-95.55,,,0.0,0.0,1.0,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21951,21684,1982,4,2,1982-04-02,4,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,36.33,-95.27,,,0.0,0.0,0.5,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21952,21685,1982,4,2,1982-04-02,4,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,34.03,-96.13,,,0.0,0.0,0.5,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21953,21686,1982,4,2,1982-04-02,4,Spring,Spring,OK,3,3,3.0,3,0,0,0,0,0,33.97,-97.12,,,0.0,0.0,0.5,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21954,21687,1982,4,2,1982-04-02,4,Spring,Spring,OK,3,3,3.0,3,0,0,0,0,0,34.07,-95.95,34.07,-95.7,34.07,-95.7,8.0,100.0,100,0,0,0,0,0,1980,21688,13.70366207840234,0,0,0,0,0,0,0,0,0
21955,21688,1982,4,2,1982-04-02,4,Spring,Spring,OK,5,5,5.0,5,0,29,0,1,0,34.13,-95.57,34.0,-94.57,34.0,-94.57,53.0,500.0,500,0,0,0,0,0,1980,21657,27.85426170161191,1,0,0,0,0,0,0,0,0
21956,21689,1982,4,2,1982-04-02,4,Spring,Spring,TN,0,0,0.0,0,0,0,0,0,0,36.42,-89.05,,,0.0,0.0,0.3,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21957,21690,1982,4,2,1982-04-02,4,Spring,Spring,TN,2,2,2.0,2,0,0,0,0,0,36.22,-89.07,36.37,-88.9,36.37,-88.9,11.5,77.0,77,0,0,0,0,0,1980,21689,14.531536125534677,0,0,0,0,0,0,0,0,0
21958,21691,1982,4,2,1982-04-02,4,Spring,Spring,TN,3,3,3.0,3,0,1,0,1,0,36.03,-89.38,36.03,-89.25,36.03,-89.25,8.0,77.0,77,0,0,0,0,0,1980,21690,26.603000650105745,0,0,0,0,0,0,0,0,0
21959,21692,1982,4,2,1982-04-02,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,33.63,-95.58,,,0.0,0.0,1.0,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21960,21693,1982,4,2,1982-04-02,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,33.65,-95.05,,,0.0,0.0,2.0,1050.0,1050,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21961,21694,1982,4,2,1982-04-02,4,Spring,Spring,TX,2,2,2.0,2,0,0,0,0,0,33.65,-96.17,,,0.0,0.0,1.0,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21962,21695,1982,4,2,1982-04-02,4,Spring,Spring,TX,2,2,2.0,2,0,0,0,0,0,33.63,-95.22,33.68,-95.12,33.68,-95.12,5.0,100.0,100,0,0,0,0,0,1980,21693,7.286702705858875,0,0,0,0,0,0,0,0,0
21963,21696,1982,4,2,1982-04-02,4,Spring,Spring,TX,2,2,2.0,2,0,1,0,1,0,32.7,-95.3,,,0.0,0.0,2.0,150.0,150,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21964,21697,1982,4,2,1982-04-02,4,Spring,Spring,TX,3,3,3.0,3,0,1,1,1,1,33.63,-96.28,33.63,-95.7,33.63,-95.7,32.0,150.0,150,0,0,0,0,0,1980,21699,6.8511497657969755,0,0,0,0,0,0,0,0,0
21965,21698,1982,4,2,1982-04-02,4,Spring,Spring,TX,3,3,3.0,3,0,4,1,1,1,33.63,-95.03,33.63,-94.08,33.63,-94.08,52.0,233.0,233,0,0,0,0,0,1980,21656,25.923655489355248,1,0,0,0,0,0,0,0,0
21966,21699,1982,4,2,1982-04-02,4,Spring,Spring,TX,4,4,4.0,4,0,170,10,1,1,33.65,-95.63,33.68,-95.23,33.68,-95.23,23.0,250.0,250,0,0,0,0,0,1980,21695,5.636271469739362,0,0,0,0,0,0,0,0,0
21967,21700,1982,4,3,1982-04-03,4,Spring,Spring,GA,1,1,1.0,1,0,0,0,0,0,30.73,-83.87,30.77,-83.78,30.77,-83.78,6.0,70.0,70,0,0,0,0,0,1980,21704,702.0699351319071,1,0,0,0,0,0,0,0,0
21968,21701,1982,4,3,1982-04-03,4,Spring,Spring,IL,0,0,0.0,0,0,0,0,0,0,41.33,-87.68,41.47,-87.63,41.47,-87.63,8.0,127.0,127,0,0,0,0,0,1980,21702,226.11416254146195,0,0,0,0,0,0,0,0,0
21969,21702,1982,4,3,1982-04-03,4,Spring,Spring,IL,1,1,1.0,1,0,0,0,0,0,39.48,-88.18,39.65,-88.0,39.65,-88.0,14.0,450.0,450,0,0,0,0,0,1980,21701,188.75716163357748,0,0,0,0,0,0,0,0,0
21970,21703,1982,4,3,1982-04-03,4,Spring,Spring,KY,1,1,1.0,1,0,0,0,0,0,37.25,-84.03,,,0.0,0.0,1.0,27.0,27,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21971,21704,1982,4,3,1982-04-03,4,Spring,Spring,MS,2,2,2.0,2,0,40,0,1,0,32.03,-91.03,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21972,21705,1982,4,3,1982-04-03,4,Spring,Spring,OH,1,1,1.0,1,0,1,0,1,0,39.93,-83.27,39.95,-83.22,39.95,-83.22,3.0,50.0,50,0,0,0,0,0,1980,21706,83.52079567101363,0,0,0,0,0,0,0,0,0
21973,21706,1982,4,3,1982-04-03,4,Spring,Spring,OH,2,2,2.0,2,0,9,0,1,0,40.5,-82.55,,,0.0,0.0,0.8,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21974,21707,1982,4,3,1982-04-03,4,Spring,Spring,PA,1,1,1.0,1,0,0,0,0,0,40.6,-75.5,,,0.0,0.0,0.2,17.0,17,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21975,21708,1982,4,5,1982-04-05,4,Spring,Spring,FL,1,1,1.0,1,0,1,0,1,0,30.17,-82.7,,,0.0,0.0,2.0,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21976,21709,1982,4,5,1982-04-05,4,Spring,Spring,GA,1,1,1.0,1,0,0,0,0,0,30.83,-83.97,,,0.0,0.0,0.5,40.0,40,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21977,21710,1982,4,5,1982-04-05,4,Spring,Spring,GA,2,2,2.0,2,0,1,0,1,0,31.13,-84.95,31.13,-84.8,31.13,-84.8,8.0,100.0,100,0,0,0,0,0,1980,21709,85.87018093975531,0,0,0,0,0,0,0,0,0
21978,21711,1982,4,8,1982-04-08,4,Spring,Spring,FL,1,1,1.0,1,0,0,0,0,0,29.53,-83.12,,,0.0,0.0,1.0,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21979,21712,1982,4,8,1982-04-08,4,Spring,Spring,FL,1,1,1.0,1,0,0,0,0,0,29.5,-82.8,,,0.0,0.0,1.0,20.0,20,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21980,21713,1982,4,8,1982-04-08,4,Spring,Spring,FL,2,2,2.0,2,0,10,0,1,0,28.8,-81.27,28.82,-81.22,28.82,-81.22,3.0,50.0,50,0,0,0,0,0,1980,21712,171.0399786730869,0,0,0,0,0,0,0,0,0
21981,21714,1982,4,8,1982-04-08,4,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,32.55,-91.18,,,0.0,0.0,0.1,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21982,21715,1982,4,9,1982-04-09,4,Spring,Spring,FL,2,2,2.0,2,0,1,0,1,0,28.5,-81.83,28.52,-81.78,28.52,-81.78,3.0,20.0,20,0,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21983,21716,1982,4,11,1982-04-11,4,Spring,Spring,FL,0,0,0.0,0,0,1,0,1,0,27.33,-80.33,27.37,-80.25,27.37,-80.25,5.0,50.0,50,0,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21984,21717,1982,4,12,1982-04-12,4,Spring,Spring,MI,0,0,0.0,0,0,0,0,0,0,41.82,-83.93,,,0.0,0.0,0.1,13.0,13,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21985,21718,1982,4,14,1982-04-14,4,Spring,Spring,KS,0,0,0.0,0,0,0,0,0,0,38.75,-99.42,,,0.0,0.0,0.2,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21986,21719,1982,4,14,1982-04-14,4,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,39.42,-98.12,,,0.0,0.0,0.2,17.0,17,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21987,21720,1982,4,14,1982-04-14,4,Spring,Spring,TX,0,0,0.0,0,0,0,0,0,0,31.83,-99.67,31.85,-99.63,31.85,-99.63,3.0,77.0,77,0,0,0,0,0,1980,21718,767.4819859985477,1,0,0,0,0,0,0,0,0
21988,21721,1982,4,15,1982-04-15,4,Spring,Spring,FL,0,0,0.0,0,0,0,0,0,0,28.0,-81.67,,,0.0,0.0,0.5,20.0,20,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21989,21722,1982,4,15,1982-04-15,4,Spring,Spring,GA,0,0,0.0,0,0,0,0,0,0,33.83,-83.37,,,0.0,0.0,0.2,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21990,21723,1982,4,15,1982-04-15,4,Spring,Spring,KS,0,0,0.0,0,0,0,0,0,0,39.55,-98.82,39.58,-98.77,39.58,-98.77,3.0,17.0,17,0,0,0,0,0,1980,21726,241.50703125781158,1,0,0,0,0,0,0,0,0
21991,21724,1982,4,15,1982-04-15,4,Spring,Spring,ND,2,2,2.0,2,0,0,0,0,0,46.28,-97.73,46.38,-97.62,46.38,-97.62,7.0,440.0,440,0,0,0,0,0,1980,21725,656.5195836965769,1,0,0,0,0,0,0,0,0
21992,21725,1982,4,15,1982-04-15,4,Spring,Spring,NE,0,0,0.0,0,0,0,0,0,0,40.57,-96.17,,,0.0,0.0,0.5,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21993,21726,1982,4,15,1982-04-15,4,Spring,Spring,NE,2,2,2.0,2,0,0,0,0,0,40.5,-96.2,40.53,-96.12,40.53,-96.12,5.0,70.0,70,0,0,0,0,0,1980,21725,6.134288779950419,0,0,0,0,0,0,0,0,0
21994,21727,1982,4,15,1982-04-15,4,Spring,Spring,TX,0,0,0.0,0,0,0,0,0,0,32.95,-95.45,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21995,21728,1982,4,16,1982-04-16,4,Spring,Spring,AR,1,1,1.0,1,0,0,0,0,0,33.95,-91.85,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21996,21729,1982,4,16,1982-04-16,4,Spring,Spring,KY,1,1,1.0,1,0,0,0,0,0,36.72,-85.18,,,0.0,0.0,2.0,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21997,21730,1982,4,16,1982-04-16,4,Spring,Spring,MO,0,0,0.0,0,0,0,0,0,0,38.95,-92.23,,,0.0,0.0,0.3,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21998,21731,1982,4,16,1982-04-16,4,Spring,Spring,MO,1,1,1.0,1,0,0,0,0,0,38.28,-91.67,,,0.0,0.0,0.1,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
21999,21732,1982,4,16,1982-04-16,4,Spring,Spring,MO,2,2,2.0,2,0,0,0,0,0,38.08,-91.95,38.12,-91.75,38.12,-91.75,13.0,100.0,100,0,0,0,0,0,1980,21731,19.115351896761688,0,0,0,0,0,0,0,0,0
22000,21733,1982,4,16,1982-04-16,4,Spring,Spring,MO,2,2,2.0,2,0,0,0,0,0,38.1,-91.42,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22001,21734,1982,4,16,1982-04-16,4,Spring,Spring,MO,2,2,2.0,2,0,0,0,0,0,36.9,-91.98,37.0,-91.68,37.0,-91.68,14.0,800.0,800,0,0,0,0,0,1980,21732,122.42729787274446,0,0,0,0,0,0,0,0,0
22002,21735,1982,4,16,1982-04-16,4,Spring,Spring,OK,0,0,0.0,0,0,0,0,0,0,35.7,-94.9,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22003,21736,1982,4,16,1982-04-16,4,Spring,Spring,TX,0,0,0.0,0,0,0,0,0,0,31.13,-99.62,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22005,21737,1982,4,16,1982-04-16,4,Spring,Spring,TX,0,0,0.0,0,0,0,0,0,0,31.08,-97.2,,,0.0,0.0,1.0,77.0,77,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22006,21738,1982,4,16,1982-04-16,4,Spring,Spring,TX,0,0,0.0,0,0,0,0,0,0,32.95,-97.02,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22007,21739,1982,4,17,1982-04-17,4,Spring,Spring,AL,1,1,1.0,1,0,0,0,0,0,34.95,-87.22,34.92,-86.75,34.92,-86.75,28.0,100.0,100,0,0,0,0,0,1980,21743,53.70396007554207,1,0,0,0,0,0,0,0,0
22008,21740,1982,4,17,1982-04-17,4,Spring,Spring,AL,1,1,1.0,1,0,0,0,0,0,34.67,-87.33,,,0.0,0.0,0.2,40.0,40,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22009,21741,1982,4,17,1982-04-17,4,Spring,Spring,MS,2,2,2.0,2,0,0,0,0,0,34.77,-89.45,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22010,21742,1982,4,17,1982-04-17,4,Spring,Spring,PA,2,2,2.0,2,0,1,0,1,0,41.2,-76.4,41.25,-76.35,41.25,-76.35,4.0,30.0,30,0,0,0,0,0,1980,21743,1129.155239267264,1,0,0,0,0,0,0,0,0
22011,21743,1982,4,17,1982-04-17,4,Spring,Spring,TN,1,1,1.0,1,0,0,0,0,0,35.38,-86.93,,,0.0,0.0,0.8,30.0,30,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22012,21744,1982,4,19,1982-04-19,4,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,32.57,-93.52,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22013,21745,1982,4,19,1982-04-19,4,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,32.52,-92.32,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22014,21746,1982,4,19,1982-04-19,4,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,32.5,-93.0,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22015,21747,1982,4,19,1982-04-19,4,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,32.28,-93.78,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22016,21748,1982,4,19,1982-04-19,4,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,32.53,-93.07,,,0.0,0.0,0.1,27.0,27,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22017,21749,1982,4,19,1982-04-19,4,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,31.97,-93.37,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22018,21750,1982,4,19,1982-04-19,4,Spring,Spring,LA,2,2,2.0,2,0,0,0,0,0,32.55,-92.75,32.58,-92.47,32.58,-92.47,15.0,100.0,100,0,0,0,0,0,1980,21745,15.562007519451505,0,0,0,0,0,0,0,0,0
22019,21751,1982,4,19,1982-04-19,4,Spring,Spring,LA,2,2,2.0,2,0,0,0,0,0,32.42,-91.27,32.47,-91.18,32.47,-91.18,5.0,100.0,100,0,0,0,0,0,1980,21745,107.06020287407233,0,0,0,0,0,0,0,0,0
22020,21752,1982,4,19,1982-04-19,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,31.67,-94.75,31.67,-94.68,31.67,-94.68,3.0,100.0,100,0,0,0,0,0,1980,21753,30.479170392246278,0,0,0,0,0,0,0,0,0
22021,21753,1982,4,19,1982-04-19,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,31.47,-94.9,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22022,21754,1982,4,19,1982-04-19,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,31.73,-94.27,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22023,21755,1982,4,19,1982-04-19,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,32.23,-94.28,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22024,21756,1982,4,20,1982-04-20,4,Spring,Spring,LA,2,2,2.0,2,0,0,0,0,0,31.97,-93.35,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22025,21757,1982,4,20,1982-04-20,4,Spring,Spring,MS,2,2,2.0,2,0,0,0,0,0,30.27,-89.38,30.35,-89.15,30.35,-89.15,18.0,133.0,133,0,0,0,0,0,1980,21756,438.31496798448023,1,0,0,0,0,0,0,0,0
22026,21758,1982,4,20,1982-04-20,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,30.32,-98.53,30.33,-98.47,30.33,-98.47,4.0,30.0,30,0,0,0,0,0,1980,21759,67.62612748286709,0,0,0,0,0,0,0,0,0
22027,21759,1982,4,20,1982-04-20,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,30.52,-97.8,,,0.0,0.0,0.1,20.0,20,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22028,21760,1982,4,22,1982-04-22,4,Spring,Spring,FL,0,0,0.0,0,0,0,0,0,0,28.08,-80.6,,,0.0,0.0,0.5,20.0,20,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22029,21761,1982,4,25,1982-04-25,4,Spring,Spring,AL,1,1,1.0,1,0,0,0,0,0,30.25,-88.12,,,0.0,0.0,1.0,50.0,50,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22030,21762,1982,4,25,1982-04-25,4,Spring,Spring,AL,1,1,1.0,1,0,0,0,0,0,30.42,-87.6,,,0.0,0.0,1.0,77.0,77,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22031,21763,1982,4,25,1982-04-25,4,Spring,Spring,AL,3,3,3.0,3,0,0,0,0,0,30.25,-88.13,,,0.0,0.0,1.5,100.0,100,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22032,21764,1982,4,25,1982-04-25,4,Spring,Spring,AR,0,0,0.0,0,0,0,0,0,0,34.53,-92.25,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22033,21765,1982,4,25,1982-04-25,4,Spring,Spring,AR,0,0,0.0,0,0,0,0,0,0,34.55,-91.95,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22034,21766,1982,4,25,1982-04-25,4,Spring,Spring,AR,1,1,1.0,1,0,0,0,0,0,34.67,-93.18,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22035,21767,1982,4,25,1982-04-25,4,Spring,Spring,AR,1,1,1.0,1,0,0,0,0,0,34.3,-92.4,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22036,21768,1982,4,25,1982-04-25,4,Spring,Spring,AR,2,2,2.0,2,0,0,0,0,0,34.02,-92.38,,,0.0,0.0,2.0,200.0,200,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
22037,21769,1982,4,25,1982-04-25,4,Spring,Spring,AR,2,2,2.0,2,0,1,0,1,0,34.65,-92.2,,,0.0,0.0,0.5,300.0,300,1,0,0,0,0,1980,,,0,0,0,0,0,0,0,0,0
