raw_row_id,clean_row_id,yr,mo,dy,date,month,season,season_cat,st,mag,mag_raw,mag_num,mag_cat,mag_missing,inj,fat,inj_bin,fat_bin,slat,slon,elat,elon,elat_raw,elon_raw,len,wid,wid_raw,end_missing,wid_missing,len_zero,start_coord_invalid,end_coord_invalid,decade,segment_nn_row,segment_nn_km,segment_nn_cross_state,seg_source_1km,seg_partner_1km,possible_segment_1km,seg_source_2km,seg_partner_2km,possible_segment_2km,segment_cross_state_1km,segment_cross_state_2km
0,0,1950,1,3,1950-01-03,1,Winter,Winter,IL,3,3,3.0,3,0,3,0,1,0,39.1,-89.3,39.12,-89.23,39.12,-89.23,3.6,130.0,130,0,0,0,0,0,1950,1,94.04671381856063,1,0,0,0,0,0,0,0,0
1,1,1950,1,3,1950-01-03,1,Winter,Winter,MO,3,3,3.0,3,0,3,0,1,0,38.77,-90.22,38.83,-90.03,38.83,-90.03,9.5,150.0,150,0,0,0,0,0,1950,0,69.89059322959582,1,0,0,0,0,0,0,0,0
2,2,1950,1,3,1950-01-03,1,Winter,Winter,OH,1,1,1.0,1,0,1,0,1,0,40.88,-84.58,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
3,3,1950,1,13,1950-01-13,1,Winter,Winter,AR,3,3,3.0,3,0,1,1,1,1,34.4,-94.37,,,0.0,0.0,0.6,17.0,17,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
4,4,1950,1,25,1950-01-25,1,Winter,Winter,IL,2,2,2.0,2,0,0,0,0,0,41.17,-87.33,,,0.0,0.0,0.1,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
5,5,1950,1,25,1950-01-25,1,Winter,Winter,MO,2,2,2.0,2,0,5,0,1,0,37.6,-90.68,37.63,-90.65,37.63,-90.65,2.3,300.0,300,0,0,0,0,0,1950,4,486.04066733352056,1,0,0,0,0,0,0,0,0
6,6,1950,1,26,1950-01-26,1,Winter,Winter,TX,2,2,2.0,2,0,2,0,1,0,26.88,-98.12,26.88,-98.05,26.88,-98.05,4.7,133.0,133,0,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
7,7,1950,2,11,1950-02-11,2,Winter,Winter,TX,2,2,2.0,2,0,0,0,0,0,29.42,-95.25,29.52,-95.13,29.52,-95.13,9.9,400.0,400,0,0,0,0,0,1950,10,18.385564738105007,0,0,0,0,0,0,0,0,0
8,8,1950,2,11,1950-02-11,2,Winter,Winter,TX,2,2,2.0,2,0,5,0,1,0,32.35,-95.2,32.42,-95.2,32.42,-95.2,4.6,100.0,100,0,0,0,0,0,1950,9,81.9885720965351,0,0,0,0,0,0,0,0,0
9,9,1950,2,11,1950-02-11,2,Winter,Winter,TX,2,2,2.0,2,0,6,0,1,0,32.98,-94.63,33.0,-94.7,33.0,-94.7,4.5,67.0,67,0,0,0,0,0,1950,8,86.10475523720913,0,0,0,0,0,0,0,0,0
10,10,1950,2,11,1950-02-11,2,Winter,Winter,TX,3,3,3.0,3,0,12,1,1,1,29.67,-95.05,29.83,-95.0,29.83,-95.0,12.0,1000.0,1000,0,0,0,0,0,1950,7,51.59829072463483,0,0,0,0,0,0,0,0,0
11,11,1950,2,12,1950-02-12,2,Winter,Winter,AR,2,2,2.0,2,0,0,0,0,0,34.48,-92.4,,,0.0,0.0,0.1,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
12,12,1950,2,12,1950-02-12,2,Winter,Winter,AR,2,2,2.0,2,0,0,0,0,0,33.27,-92.95,33.35,-92.95,33.35,-92.95,5.7,100.0,100,0,0,0,0,0,1950,11,135.51248573770073,0,0,0,0,0,0,0,0,0
13,13,1950,2,12,1950-02-12,2,Winter,Winter,LA,1,1,1.0,1,0,0,0,0,0,32.6,-91.33,,,0.0,0.0,0.5,33.0,33,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
14,14,1950,2,12,1950-02-12,2,Winter,Winter,LA,2,2,2.0,2,0,10,5,1,1,32.2,-93.58,32.97,-93.17,32.97,-93.17,58.4,100.0,100,0,0,0,0,0,1950,12,39.14795632071278,1,0,0,0,0,0,0,0,0
15,15,1950,2,12,1950-02-12,2,Winter,Winter,LA,3,3,3.0,3,0,25,5,1,1,31.63,-93.65,32.55,-93.03,32.55,-93.03,74.5,100.0,100,0,0,0,0,0,1950,14,64.67182406057407,0,0,0,0,0,0,0,0,0
16,16,1950,2,12,1950-02-12,2,Winter,Winter,LA,4,4,4.0,4,0,77,18,1,1,31.97,-94.0,33.0,-93.3,33.0,-93.3,82.6,100.0,100,0,0,0,0,0,1950,12,44.31067744800884,1,0,0,0,0,0,0,0,0
17,17,1950,2,12,1950-02-12,2,Winter,Winter,MS,1,1,1.0,1,0,0,0,0,0,34.6,-89.12,,,0.0,0.0,2.0,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
18,18,1950,2,12,1950-02-12,2,Winter,Winter,MS,2,2,2.0,2,0,2,3,1,1,34.6,-89.12,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
19,19,1950,2,12,1950-02-12,2,Winter,Winter,TX,1,1,1.0,1,0,0,0,0,0,32.08,-98.35,32.1,-98.33,32.1,-98.33,2.3,233.0,233,0,0,0,0,0,1950,21,180.13611449829887,0,0,0,0,0,0,0,0,0
20,20,1950,2,12,1950-02-12,2,Winter,Winter,TX,1,1,1.0,1,0,32,0,1,0,31.8,-94.2,31.88,-94.12,31.88,-94.12,7.7,100.0,100,0,0,0,0,0,1950,23,11.672214510282348,0,0,0,0,0,1,1,0,0
21,21,1950,2,12,1950-02-12,2,Winter,Winter,TX,2,2,2.0,2,0,0,0,0,0,31.52,-96.55,31.57,-96.55,31.57,-96.55,3.4,100.0,100,0,0,0,0,0,1950,19,179.26411498084417,0,0,0,0,0,0,0,0,0
22,22,1950,2,12,1950-02-12,2,Winter,Winter,TX,2,2,2.0,2,0,8,1,1,1,33.33,-94.42,33.45,-94.42,33.45,-94.42,8.0,833.0,833,0,0,0,0,0,1950,12,137.98242552394984,1,0,0,0,0,0,0,0,0
23,23,1950,2,12,1950-02-12,2,Winter,Winter,TX,3,3,3.0,3,0,15,3,1,1,31.8,-94.2,31.8,-94.18,31.8,-94.18,1.9,50.0,50,0,0,0,0,0,1950,20,1.890077721066639,0,0,0,0,1,0,1,0,0
24,24,1950,2,13,1950-02-13,2,Winter,Winter,TN,1,1,1.0,1,0,8,0,1,0,35.35,-89.77,,,0.0,0.0,0.2,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
25,25,1950,2,13,1950-02-13,2,Winter,Winter,TN,2,2,2.0,2,0,1,9,1,1,35.75,-89.48,,,0.0,0.0,0.2,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
26,26,1950,2,27,1950-02-27,2,Winter,Winter,OK,2,2,2.0,2,0,0,0,0,0,35.55,-97.6,,,0.0,0.0,2.0,50.0,50,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
27,27,1950,3,1,1950-03-01,3,Spring,Spring,MS,1,1,1.0,1,0,0,0,0,0,32.5,-88.85,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
28,28,1950,3,16,1950-03-16,3,Spring,Spring,FL,2,2,2.0,2,0,0,0,0,0,29.65,-81.22,,,0.0,0.0,1.5,150.0,150,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
29,29,1950,3,19,1950-03-19,3,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,29.7,-90.1,29.67,-89.8,29.67,-89.8,18.1,27.0,27,0,0,0,0,0,1950,31,125.18117710244815,0,0,0,0,0,0,0,0,0
30,30,1950,3,19,1950-03-19,3,Spring,Spring,LA,1,1,1.0,1,0,2,0,1,0,30.45,-93.45,,,0.0,0.0,2.0,33.0,33,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
31,31,1950,3,19,1950-03-19,3,Spring,Spring,LA,2,2,2.0,2,0,0,0,0,0,30.1,-91.0,,,0.0,0.0,1.0,50.0,50,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
32,32,1950,3,26,1950-03-26,3,Spring,Spring,AR,2,2,2.0,2,0,3,0,1,0,34.12,-93.07,34.32,-92.88,34.32,-92.88,17.4,150.0,150,0,0,0,0,0,1950,33,64.37176047816256,0,0,0,0,0,0,0,0,0
33,33,1950,3,26,1950-03-26,3,Spring,Spring,AR,2,2,2.0,2,0,7,0,1,0,34.7,-92.35,34.8,-92.22,34.8,-92.22,10.4,600.0,600,0,0,0,0,0,1950,36,48.9689960071672,0,0,0,0,0,0,0,0,0
34,34,1950,3,26,1950-03-26,3,Spring,Spring,AR,2,2,2.0,2,0,2,0,1,0,35.1,-91.4,35.15,-91.33,35.15,-91.33,5.4,833.0,833,0,0,0,0,0,1950,36,41.020381287154244,0,0,0,0,0,0,0,0,0
35,35,1950,3,26,1950-03-26,3,Spring,Spring,AR,3,3,3.0,3,0,1,0,1,0,36.15,-91.83,36.2,-91.75,36.2,-91.75,5.7,200.0,200,0,0,0,0,0,1950,34,126.33645912255702,0,0,0,0,0,0,0,0,0
36,36,1950,3,26,1950-03-26,3,Spring,Spring,AR,3,3,3.0,3,0,20,0,1,0,34.98,-91.73,35.08,-91.5,35.08,-91.5,14.9,1760.0,1760,0,0,0,0,0,1950,34,9.366382731603506,0,0,0,0,0,0,0,0,0
37,37,1950,3,27,1950-03-27,3,Spring,Spring,IL,2,2,2.0,2,0,0,0,0,0,40.57,-88.6,40.6,-88.55,40.6,-88.55,3.0,50.0,50,0,0,0,0,0,1950,47,598.580451209721,1,0,0,0,0,0,0,0,0
38,38,1950,3,27,1950-03-27,3,Spring,Spring,LA,1,1,1.0,1,0,2,0,1,0,32.63,-91.28,32.73,-91.05,32.73,-91.05,15.3,17.0,17,0,0,0,0,0,1950,45,67.60432462369673,1,0,0,0,0,0,0,0,0
39,39,1950,3,27,1950-03-27,3,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,30.92,-91.13,,,0.0,0.0,0.5,27.0,27,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
40,40,1950,3,27,1950-03-27,3,Spring,Spring,MS,1,1,1.0,1,0,2,0,1,0,34.73,-88.27,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
41,41,1950,3,27,1950-03-27,3,Spring,Spring,MS,2,2,2.0,2,0,0,0,0,0,33.13,-89.57,33.25,-89.42,33.25,-89.42,11.9,10.0,10,0,0,0,0,0,1950,44,75.53748115220353,0,0,0,0,0,0,0,0,0
42,42,1950,3,27,1950-03-27,3,Spring,Spring,MS,2,2,2.0,2,0,7,0,1,0,32.28,-90.27,32.98,-89.82,32.98,-89.82,59.3,50.0,50,0,0,0,0,0,1950,41,28.65417827680981,0,0,0,0,0,0,0,0,0
43,43,1950,3,27,1950-03-27,3,Spring,Spring,MS,2,2,2.0,2,0,6,0,1,0,32.28,-90.27,32.48,-89.78,32.48,-89.78,31.9,50.0,50,0,0,0,0,0,1950,42,51.10620033854158,0,0,0,0,0,0,0,0,0
44,44,1950,3,27,1950-03-27,3,Spring,Spring,MS,2,2,2.0,2,0,0,0,0,0,33.67,-88.78,33.72,-88.73,33.72,-88.73,4.7,10.0,10,0,0,0,0,0,1950,41,101.88691693729575,0,0,0,0,0,0,0,0,0
45,45,1950,3,27,1950-03-27,3,Spring,Spring,MS,2,2,2.0,2,0,2,1,1,1,33.17,-90.55,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
46,46,1950,3,27,1950-03-27,3,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,34.85,-95.75,,,0.0,0.0,0.1,77.0,77,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
47,47,1950,3,27,1950-03-27,3,Spring,Spring,TN,1,1,1.0,1,0,0,0,0,0,35.68,-85.77,,,0.0,0.0,0.2,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
48,48,1950,4,2,1950-04-02,4,Spring,Spring,AR,1,1,1.0,1,0,0,0,0,0,35.98,-89.92,,,0.0,0.0,0.8,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
49,49,1950,4,2,1950-04-02,4,Spring,Spring,AR,3,3,3.0,3,0,8,1,1,1,35.75,-91.22,,,0.0,0.0,2.5,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
50,50,1950,4,2,1950-04-02,4,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,35.82,-97.02,,,0.0,0.0,1.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
51,51,1950,4,3,1950-04-03,4,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,36.13,-95.83,,,0.0,0.0,1.0,33.0,33,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
52,52,1950,4,18,1950-04-18,4,Spring,Spring,AL,2,2,2.0,2,0,0,0,0,0,30.7,-87.92,,,0.0,0.0,2.0,150.0,150,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
53,53,1950,4,18,1950-04-18,4,Spring,Spring,AL,3,3,3.0,3,0,15,0,1,0,30.67,-88.2,30.85,-88.1,30.85,-88.1,14.0,100.0,100,0,0,0,0,0,1950,52,23.95667273051479,0,0,0,0,0,0,0,0,0
54,54,1950,4,24,1950-04-24,4,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,30.1,-90.03,,,0.0,0.0,2.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
55,55,1950,4,27,1950-04-27,4,Spring,Spring,SC,1,1,1.0,1,0,0,0,0,0,33.07,-80.0,,,0.0,0.0,0.7,37.0,37,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
56,56,1950,4,28,1950-04-28,4,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,38.12,-95.85,38.35,-95.63,38.35,-95.63,19.8,10.0,10,0,0,0,0,0,1950,59,370.0243394352032,1,0,0,0,0,0,0,0,0
57,57,1950,4,28,1950-04-28,4,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,34.55,-96.2,,,0.0,0.0,0.8,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
58,58,1950,4,28,1950-04-28,4,Spring,Spring,OK,3,3,3.0,3,0,1,1,1,1,34.88,-99.28,35.17,-99.2,35.17,-99.2,20.8,400.0,400,0,0,0,0,0,1950,59,254.8378076497911,0,0,0,0,0,0,0,0,0
59,59,1950,4,28,1950-04-28,4,Spring,Spring,OK,4,4,4.0,4,0,32,5,1,1,35.08,-96.4,35.13,-96.35,35.13,-96.35,4.5,200.0,200,0,0,0,0,0,1950,57,65.92999909077632,0,0,0,0,0,0,0,0,0
60,60,1950,4,28,1950-04-28,4,Spring,Spring,TX,4,4,4.0,4,0,5,5,1,1,32.42,-99.5,32.42,-99.48,32.42,-99.48,1.3,233.0,233,0,0,0,0,0,1950,58,274.1654047056535,1,0,0,0,0,0,0,0,0
61,61,1950,4,29,1950-04-29,4,Spring,Spring,MS,2,2,2.0,2,0,0,0,0,0,31.27,-89.83,31.38,-89.7,31.38,-89.7,11.3,100.0,100,0,0,0,0,0,1950,62,844.2802271536277,1,0,0,0,0,0,0,0,0
62,62,1950,4,29,1950-04-29,4,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,31.9,-98.6,31.73,-98.6,31.73,-98.6,11.5,200.0,200,0,0,0,0,0,1950,61,832.8238759442768,1,0,0,0,0,0,0,0,0
63,63,1950,5,1,1950-05-01,5,Spring,Spring,LA,0,0,0.0,0,0,0,0,0,0,31.75,-92.25,,,0.0,0.0,1.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
64,64,1950,5,1,1950-05-01,5,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,31.7,-93.3,,,0.0,0.0,2.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
65,65,1950,5,1,1950-05-01,5,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,31.95,-92.63,32.05,-92.4,32.05,-92.4,15.4,150.0,150,0,0,0,0,0,1950,63,36.23950842825496,0,0,0,0,0,0,0,0,0
66,66,1950,5,1,1950-05-01,5,Spring,Spring,LA,1,1,1.0,1,0,2,0,1,0,31.38,-91.73,,,0.0,0.0,1.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
67,67,1950,5,1,1950-05-01,5,Spring,Spring,LA,2,2,2.0,2,0,7,0,1,0,31.55,-92.9,31.57,-92.85,31.57,-92.85,3.6,100.0,100,0,0,0,0,0,1950,64,44.98807308005999,0,0,0,0,0,0,0,0,0
68,68,1950,5,1,1950-05-01,5,Spring,Spring,MS,1,1,1.0,1,0,0,0,0,0,31.73,-91.07,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
69,69,1950,5,1,1950-05-01,5,Spring,Spring,MS,1,1,1.0,1,0,0,0,0,0,31.55,-91.38,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
70,70,1950,5,2,1950-05-02,5,Spring,Spring,LA,1,1,1.0,1,0,1,0,1,0,31.67,-92.9,32.0,-92.5,32.0,-92.5,32.8,150.0,150,0,0,0,0,0,1950,71,70.80831854897981,0,0,0,0,0,0,0,0,0
71,71,1950,5,2,1950-05-02,5,Spring,Spring,LA,2,2,2.0,2,0,5,1,1,1,31.55,-91.97,,,0.0,0.0,2.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
72,72,1950,5,4,1950-05-04,5,Spring,Spring,IA,1,1,1.0,1,0,0,0,0,0,40.95,-95.73,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
73,73,1950,5,4,1950-05-04,5,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,38.68,-99.32,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
74,74,1950,5,4,1950-05-04,5,Spring,Spring,KS,4,4,4.0,4,0,1,0,1,0,38.03,-99.12,38.45,-98.78,38.45,-98.78,34.3,150.0,150,0,0,0,0,0,1950,73,53.4632420984009,0,0,0,0,0,0,0,0,0
75,75,1950,5,4,1950-05-04,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,35.58,-99.17,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
76,76,1950,5,4,1950-05-04,5,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,35.25,-99.55,35.32,-99.5,35.32,-99.5,5.6,293.0,293,0,0,0,0,0,1950,75,41.585567785561764,0,0,0,0,0,0,0,0,0
77,77,1950,5,4,1950-05-04,5,Spring,Spring,OK,2,2,2.0,2,0,0,0,0,0,36.57,-99.57,,,0.0,0.0,1.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
78,78,1950,5,4,1950-05-04,5,Spring,Spring,TX,2,2,2.0,2,0,13,1,1,1,36.4,-100.8,36.42,-100.77,36.42,-100.77,1.9,50.0,50,0,0,0,0,0,1950,77,108.55706143560539,1,0,0,0,0,0,0,0,0
79,79,1950,5,5,1950-05-05,5,Spring,Spring,KS,3,3,3.0,3,0,12,0,1,0,39.62,-95.62,39.85,-95.52,39.85,-95.52,17.3,440.0,440,0,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
80,80,1950,5,7,1950-05-07,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,36.3,-99.8,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
81,81,1950,5,7,1950-05-07,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,36.0,-97.0,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
82,82,1950,5,7,1950-05-07,5,Spring,Spring,OK,2,2,2.0,2,0,3,0,1,0,36.12,-97.83,36.17,-97.78,36.17,-97.78,4.3,10.0,10,0,0,0,0,0,1950,81,72.59610501055815,0,0,0,0,0,0,0,0,0
83,83,1950,5,8,1950-05-08,5,Spring,Spring,FL,1,1,1.0,1,0,0,0,0,0,29.13,-81.35,,,0.0,0.0,0.3,30.0,30,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
84,84,1950,5,8,1950-05-08,5,Spring,Spring,IA,2,2,2.0,2,0,0,0,0,0,41.03,-95.27,41.02,-95.22,41.02,-95.22,0.1,200.0,200,0,0,0,0,0,1950,90,86.34243707974144,1,0,0,0,0,0,0,0,0
85,85,1950,5,8,1950-05-08,5,Spring,Spring,KS,1,1,1.0,1,0,1,0,1,0,39.4,-97.65,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
86,86,1950,5,8,1950-05-08,5,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,39.72,-97.77,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
87,87,1950,5,8,1950-05-08,5,Spring,Spring,KS,2,2,2.0,2,0,0,0,0,0,39.35,-98.48,39.47,-98.3,39.47,-98.3,12.6,660.0,660,0,0,0,0,0,1950,88,11.119508023353307,0,0,0,0,0,0,0,0,0
88,88,1950,5,8,1950-05-08,5,Spring,Spring,KS,2,2,2.0,2,0,1,0,1,0,39.57,-98.3,39.63,-98.2,39.63,-98.2,6.8,10.0,10,0,0,0,0,0,1950,86,38.13769478142373,0,0,0,0,0,0,0,0,0
89,89,1950,5,8,1950-05-08,5,Spring,Spring,KS,2,2,2.0,2,0,2,0,1,0,39.23,-98.95,39.23,-98.58,39.23,-98.58,19.6,440.0,440,0,0,0,0,0,1950,87,15.877937297455452,0,0,0,0,0,0,0,0,0
90,90,1950,5,8,1950-05-08,5,Spring,Spring,NE,2,2,2.0,2,0,1,0,1,0,40.38,-95.8,40.28,-95.68,40.28,-95.68,8.8,467.0,467,0,0,0,0,0,1950,84,90.28358240523829,1,0,0,0,0,0,0,0,0
91,91,1950,5,8,1950-05-08,5,Spring,Spring,SD,1,1,1.0,1,0,0,0,0,0,43.38,-97.97,,,0.0,0.0,1.0,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
92,92,1950,5,9,1950-05-09,5,Spring,Spring,KS,1,1,1.0,1,0,0,0,0,0,39.2,-96.58,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
93,93,1950,5,9,1950-05-09,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,34.77,-96.83,,,0.0,0.0,0.8,200.0,200,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
94,94,1950,5,10,1950-05-10,5,Spring,Spring,WY,2,2,2.0,2,0,0,0,0,0,41.18,-110.42,,,0.0,0.0,2.0,33.0,33,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
95,95,1950,5,11,1950-05-11,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,36.82,-100.52,,,0.0,0.0,0.5,77.0,77,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
96,96,1950,5,12,1950-05-12,5,Spring,Spring,NC,0,0,0.0,0,0,0,0,0,0,35.73,-78.4,,,0.0,0.0,1.0,200.0,200,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
97,97,1950,5,12,1950-05-12,5,Spring,Spring,NC,1,1,1.0,1,0,0,0,0,0,35.75,-77.42,,,0.0,0.0,2.0,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
98,98,1950,5,12,1950-05-12,5,Spring,Spring,NC,1,1,1.0,1,0,0,0,0,0,35.73,-78.4,,,0.0,0.0,1.0,200.0,200,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
99,99,1950,5,13,1950-05-13,5,Spring,Spring,LA,1,1,1.0,1,0,0,0,0,0,31.15,-91.95,,,0.0,0.0,2.0,27.0,27,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
100,100,1950,5,14,1950-05-14,5,Spring,Spring,NC,1,1,1.0,1,0,0,0,0,0,35.3,-79.8,35.33,-79.75,35.33,-79.75,3.8,50.0,50,0,0,0,0,0,1950,101,92.15821554575777,0,0,0,0,0,0,0,0,0
101,101,1950,5,14,1950-05-14,5,Spring,Spring,NC,2,2,2.0,2,0,5,0,1,0,35.0,-80.68,,,0.0,0.0,2.0,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
102,102,1950,5,14,1950-05-14,5,Spring,Spring,TX,1,1,1.0,1,0,0,0,0,0,29.53,-95.45,,,0.0,0.0,1.0,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
103,103,1950,5,15,1950-05-15,5,Spring,Spring,FL,1,1,1.0,1,0,0,0,0,0,28.58,-81.37,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
104,104,1950,5,15,1950-05-15,5,Spring,Spring,FL,2,2,2.0,2,0,0,0,0,0,28.5,-81.37,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
105,105,1950,5,15,1950-05-15,5,Spring,Spring,TX,2,2,2.0,2,0,0,0,0,0,29.78,-98.83,29.67,-98.57,29.67,-98.57,18.0,10.0,10,0,0,0,0,0,1950,103,1673.5815408340534,1,0,0,0,0,0,0,0,0
106,106,1950,5,16,1950-05-16,5,Spring,Spring,KS,2,2,2.0,2,0,0,0,0,0,37.55,-98.42,,,0.0,0.0,0.2,200.0,200,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
107,107,1950,5,16,1950-05-16,5,Spring,Spring,OK,1,1,1.0,1,0,1,0,1,0,35.82,-99.12,35.87,-99.0,35.87,-99.0,7.3,100.0,100,0,0,0,0,0,1950,106,193.82914927715123,1,0,0,0,0,0,0,0,0
108,108,1950,5,18,1950-05-18,5,Spring,Spring,KS,0,0,0.0,0,0,0,0,0,0,39.85,-98.3,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
109,109,1950,5,18,1950-05-18,5,Spring,Spring,KS,3,3,3.0,3,0,2,0,1,0,38.12,-96.82,38.33,-96.82,38.33,-96.82,14.9,100.0,100,0,0,0,0,0,1950,108,211.84569893481645,0,0,0,0,0,0,0,0,0
110,110,1950,5,18,1950-05-18,5,Spring,Spring,NE,1,1,1.0,1,0,0,0,0,0,40.22,-100.63,,,0.0,0.0,0.7,333.0,333,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
111,111,1950,5,19,1950-05-19,5,Spring,Spring,KS,0,0,0.0,0,0,0,0,0,0,37.82,-96.85,,,0.0,0.0,0.1,10.0,10,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
112,112,1950,5,22,1950-05-22,5,Spring,Spring,OK,1,1,1.0,1,0,0,0,0,0,35.67,-99.23,,,0.0,0.0,1.5,100.0,100,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
113,113,1950,5,23,1950-05-23,5,Spring,Spring,KS,0,0,0.0,0,0,0,0,0,0,39.75,-99.32,,,0.0,0.0,0.2,250.0,250,1,0,0,0,0,1950,,,0,0,0,0,0,0,0,0,0
